STT,Food_Code,Food_Name_Vietnamese,Food_Name_English,Waste_Pct_%,Water_g,Energy_kcal,Energy_kj,Protein_g,Fat_g,Carbohydrate_g,Fiber_g,Ash_g,Sugar_total_g,Galactose_g,Maltose_g,Lactose_g,Fructose_g,Glucose_g,Sucrose_g,Calcium_mg,Iron_mg,Magnesium_mg,Manganese_mg,Phosphorus_mg,Potassium_mg,Sodium_mg,Zinc_mg,Copper_ug,Selenium_ug,Vitamin_C_mg,Vitamin_B1_mg,Vitamin_B2_mg,Niacin_mg,Vitamin_B5_mg,Vitamin_B6_mg,Folate_ug,Folic_acid_ug,Biotin_ug,Vitamin_B12_ug,Vitamin_A_ug,Vitamin_D_ug,Vitamin_E_mg,Vitamin_K_ug,Beta_caroten_ug,Alpha_caroten_ug,Beta_cryptoxanthin_ug,Lycopene_ug,Lutein_Zeaxanthin_ug,Purin_mg,Total_isoflavone_mg,Daidzein_mg,Genistein_mg,Glycetin_mg,Total_SFA_g,Palmitic_C16_0_g,Margaric_C17_0_g,Stearic_C18_0_g,Arachidic_C20_0_g,Behenic_C22_0_g,Lignoceric_C24_0_g,Total_MUFA_g,Myristoleic_C14_1_g,Palmitoleic_C16_1_g,Oleic_C18_1_g,Total_PUFA_g,Linoleic_C18_2_n6_g,Linolenic_C18_2_n3_g,Arachidonic_C20_4_g,EPA_C20_5_n3_g,DHA_C22_6_n3_g,Total_trans_FA_g,Cholesterol_mg,Phytosterol_mg,Lysine_mg,Methionine_mg,Tryptophan_mg,Phenylalanine_mg,Threonine_mg,Valine_mg,Leucine_mg,Isoleucine_mg,Arginine_mg,Histidine_mg,Cystine_mg,Tyrosine_mg,Alanine_mg,Aspartic_acid_mg,Glutamic_acid_mg,Glycine_mg,Proline_mg,Serine_mg
167,4085,Rau ngổ,Limnophila aromatic,29.0,93.3,15,64,1.5,,2.3,2.1,0.8,,,,,,,,84,2.20,,1.490,18,222,5,1.48,480,,78,0.11,0.15,1.3,,,,,,,0,,,,2325,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
168,4086,Rau ngót,"Sauropus, sp. leaves",23.0,86.4,35,146,5.3,,3.4,2.5,2.4,,,,,,,,169,2.70,123,2.400,65,457,25,0.94,190,,185,0.07,0.39,2.2,,,,,,,0,,,,6650,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
169,4087,Rau ngót khô,"Sauropus, dried",0.0,14.0,239,1002,32.2,2.6,21.8,15.0,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1560,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
170,4088,Rau răm,Polygonum odoratum,25.0,86.7,30,126,4.7,,2.8,3.8,2.0,,,,,,,,316,2.20,28,3.630,55,216,5,1.05,390,,57,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
171,4089,Rau rút,"Neptunia, dismanthus",55.0,90.4,28,115,5.1,,1.8,1.9,0.8,,,,,,,,180,,,,59,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
172,4090,Rau sà lách,"Lettuce, garden asparagus",10.0,95.0,17,70,1.5,0.4,1.8,0.5,0.8,,,,,,,,77,0.90,18,0.750,34,333,59,0.40,220,0.8,15,0.14,0.12,0.7,,,,,0.7,,0,,,,1050,,,,,13,,,,,0.060,0.050,0.000,0.010,0.000,0.000,0.000,0.010,0.000,0.000,0.010,0,0.080,0.110,0.000,0.000,0.000,,0,,88,41,18,117,94,124,145,88,103,37,2,20,61,120,210,43,41,41
173,4091,Rau sam,"Purslane, common",0.0,93.6,18,74,1.4,,3.0,0.7,1.3,,,,,,,,85,1.50,,,56,,,,,,26,0.03,0.11,0.7,,,,,,,0,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
174,4092,Rau sắng (chùa Hương),Perfume pagoda wild plant,40.0,82.4,48,201,6.5,,5.5,3.4,2.2,,,,,,,,110,,,,80,,,,,,114,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
175,4093,Rau tàu bay,Gynura crepidioides,0.0,93.1,18,74,2.5,,1.9,1.6,0.9,,,,,,,,81,,,,25,,,,,,10,,,,,,,,,,0,,,,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
176,4094,Rau thơm,Mint leaves,25.0,91.7,18,74,2.0,,2.4,3.0,0.9,,,,,,,,170,3.80,,0.880,49,217,6,0.56,740,,41,0.14,0.15,1.0,,,,,,,0,,,,3560,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
177,4095,Sấu xanh,"Dracontomelum fruit, unripe, raw",35.0,94.7,19,80,1.8,,3.0,,0.5,,,,,,,,135,,,,6,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
178,4096,Su hào,Kohlrabi,22.4,88.0,37,154,2.8,0.1,6.2,1.7,1.2,2.6,,,,,,,46,0.60,19,0.620,50,321,53,0.45,310,0.7,40,0.06,0.05,0.2,0.165,0.15,16,0,,0,0,,0.48,0.1,22,,,,,25,,,,,0.010,0.010,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.010,0,0.020,0.030,0.000,0.000,0.000,,0,,74,18,27,46,64,55,90,120,134,18,9,32,103,126,205,57,77,85
179,4097,Su hào khô,Dried kohlrabi,0.0,15.0,261,1092,20.0,1.4,42.1,12.5,9.0,,,,,,,,,,,,,,,,,,3,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
180,4098,"Su su, quả","Chayote, fruit raw",20.0,94.0,19,78,0.8,0.1,3.6,1.0,0.5,1.85,,,,,,,17,0.40,12,0.190,14,125,2,0.74,123,0.2,4,0.01,0.02,0.4,0.249,0.076,93,0,,0,0,,0.12,4.6,0,,,,,,,,,,0.030,0.020,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.010,0,0.020,0.040,0.000,0.000,0.000,,0,,39,1,11,47,40,63,77,44,35,15,,32,51,92,125,41,44,47
181,4099,Súp lơ trắng,"Cauliflower, white",40.0,90.9,30,126,2.5,0.1,4.8,0.9,0.8,2.4,,,,,,,26,1.40,22,0.200,51,349,20,0.20,140,0.6,70,0.11,0.10,0.6,0.652,0.222,57,0,1.5,0,0,,0.08,16,8,0,0,0,33,51,,,,,0.030,0.030,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.010,0,0.020,0.080,0.000,0.000,0.000,,0,18,134,46,35,81,100,138,161,104,108,46,36,35,192,200,184,165,124,109
182,4100,Súp lơ xanh,"Cauliflower, green",39.0,89.8,26,109,3.0,0.3,2.9,3.2,0.9,3.03,,,,,,,33,0.73,20,0.250,62,300,23,0.64,41,0.6,88,0.08,0.10,0.7,0.696,0.222,57,0,,0,0,,0.04,20.2,93,0,0,0,42,,,,,,0.050,0.040,0.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.020,0,0.030,0.100,0.000,0.000,0.000,,0,,158,42,39,105,107,148,172,112,142,59,34,64,156,345,393,95,127,154
183,4101,Thịa là,Dill,25.0,88.4,28,115,2.6,1.1,1.8,5.0,1.1,,,,,,,,200,1.20,55,0.550,12,361,48,0.50,220,,63,0.05,0.12,0.7,0.397,0.185,150,0,,0,0,,,,2850,,,,,,,,,,0.060,0.050,0.000,0.010,0.000,0.000,0.000,0.800,0.000,0.000,0.800,0,0.080,0.010,0.000,0.000,0.000,,0,,246,11,14,65,68,154,159,195,142,71,17,96,227,343,290,169,248,158
184,4102,Tía tô,"Balm-mint, garden- balm",20.0,89.1,25,105,2.9,,3.4,3.6,1.0,,,,,,,,190,3.20,112,0.730,18,284,3,0.86,460,,13,,,,,,,,,,0,,,,5520,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
185,4103,Tỏi ta,Garlic bulbs,20.0,67.7,121,504,6.0,0.5,23.0,1.5,1.3,1,,,,,,,24,1.50,8,1.300,181,373,18,0.90,299,77.1,10,0.24,0.03,0.9,0.596,1.235,3,0,,0,0,,0.01,1.4,0,0,0,0,26,,,,,,0.090,0.090,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.010,0,0.230,0.020,0.000,0.000,0.000,,0,,273,76,66,183,157,291,308,217,634,113,65,81,132,489,805,200,100,190
186,4104,Tỏi tây (cả lá),"Chinese Leek, Onion fragrant",20.0,90.0,29,122,1.4,,5.9,1.5,1.2,,,,,,,,80,2.00,,,58,,,,,,20,0.06,0.04,0.5,,,,,,,0,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,100,35,23,97,82,98,140,74,99,38,,,,,,,,
187,4105,Trám đen chín,Variety of canarium,50.0,77.0,114,479,2.5,10.0,3.6,4.9,2.0,,,,,,,,140,,,,30,,,,,,14,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
188,4106,"Trám xanh sống, trám trắng",Chinese olive,34.0,86.7,37,154,1.2,1.6,4.4,4.9,1.2,,,,,,,,136,,,,9,,,,,,20,0.02,0.11,0.4,,,,,,,0,,,,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
189,4107,Xương sông,Edible herbaceous plant,10.0,91.7,15,62,2.2,,1.5,3.2,1.4,,,,,,,,112,4.00,50,,17,424,12,,,,4,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
190,4108,Cà chua muối,"Tomato, pickled",5.0,94.0,6,27,0.6,,1.0,0.8,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
191,4109,Cà muối nền,"Eggplant, garden, brinjan; aubergine, pickled",5.0,81.0,13,55,1.3,,2.0,1.7,14.0,,,,,,,,15,0.80,,,18,,,,,,,0.05,0.06,0.7,,,,,,,0,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
192,4110,Cà muối sổi,"Eggplant, garden, brinjan; aubergine, pickled",5.0,84.3,16,67,1.5,,2.5,1.7,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
193,4111,Dưa cải bắp,"Cabbage Chinese, pickled",5.0,90.9,18,75,1.2,,3.3,1.6,3.0,,,,,,,,51,0.30,,,34,,,,,,20,0.01,0.06,0.3,,,,,,,0,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
194,4112,Dưa cải bế,"Mustard green, pickled",5.0,90.1,17,70,1.8,,2.4,2.1,3.6,,,,,,,,100,3.00,,,21,,,,,,3,0.03,0.12,0.5,,,,,,,0,,,,745,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
195,4113,Dưa cải sen,"Rape bird, pickled",5.0,93.8,10,40,1.1,,1.3,1.8,2.0,,,,,,,,63,,,,41,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
196,4114,Dưa chuột muối,"Cucumber, pickled",5.0,92.1,13,55,0.8,,2.5,0.7,3.9,,,,,,,,25,1.20,4,0.010,20,23,1208,0.02,85,0,4,0.01,0.02,0.2,0.038,0.009,1,0,,0,0,,0.06,13,100,,,,,,,,,,0.050,0.040,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.040,0.050,0.000,0.000,0.000,,0,14,23,5,4,15,18,24,26,18,39,9,6,18,23,46,123,25,15,24
197,4115,Dưa giá (đậu xanh),"Mung bean sprouts, pickled",0.0,86.2,39,164,5.0,,4.8,2.0,2.0,,,,,,,,22,1.10,,,33,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
198,4116,Hành củ muối,"Onion, pickled",30.0,88.5,22,90,1.4,,4.0,0.7,5.4,,,,,,,,12,1.30,,,5,,,,,,,0.02,0.03,0.1,,,,,,,0,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
199,4117,Kiệu muối,"Onion shallot, scallion, pickled",30.0,89.5,24,100,1.3,,4.7,1.2,3.3,,,,,,,,50,1.20,,,35,,,,,,12,0.05,0.10,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
200,4118,"Nhút (muối từ mít non, ngọn đậu xanh non...)",Mix pickled from young jack fruit,0.0,84.9,16,67,2.5,,1.5,2.3,8.8,,,,,,,,204,9.00,,,33,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
201,4119,Men bia khô,"Brewer's yeast, fried",0.0,7.5,340,1424,52.5,3.2,25.4,6.6,4.8,,,,,,,,44,16.10,,,1291,,,,,,,2.33,5.44,36.7,,,,,200,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
202,4120,Men bia tươi,"Baker's yeast, fresh",0.0,74.6,95,395,16.2,1.3,4.5,2.0,1.4,,,,,,,,30,5.00,,,272,,,,,,,0.77,1.06,8.3,,,,,60,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,949,203,226,633,678,881,1017,678,588,362,158,678,994,1424,1876,655,633,746
203,4121,Mộc nhĩ,"Jew's ear, Juda's ear, dried, Wood-ear, Tender variety",10.0,11.4,304,1273,10.6,0.2,65.0,7.0,5.8,,,,,,,,357,56.10,146,1.150,201,708,70,7.52,5070,133.1,1,0.15,0.55,2.7,21.477,0.95,160,0,,0,0,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
204,4122,Nấm hương khô,"Mushroom Chinese, dried",10.0,13.0,274,1146,36.0,4.0,23.5,17.0,6.5,,,,,,,,184,35.00,,,606,,,,,,,0.16,1.59,23.4,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
205,4123,Nấm hương tươi,"Mushroom, Chinese, raw",25.0,87.0,39,163,5.5,0.5,3.1,3.0,0.9,,,,,,,,27,5.20,,,89,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
206,4124,Nấm mỡ (Nấm tây),Mushroom,10.0,90.4,32,135,4.0,0.3,3.4,1.1,0.8,,,,,,,,28,1.30,14,0.100,80,322,12,0.30,1790,13,4,0.11,0.16,3.3,,,,,16,,0,,,,10,,,,,58,,,,,,,,,,,,,,,,,,,,,,,0,,259,62,25,92,90,71,206,95,112,121,105,90,121,228,342,91,115,100
207,4125,Nấm rơm,"Mushroom, straw",10.0,87.9,57,238,3.6,3.2,3.4,1.1,0.8,,,,,,,,28,1.20,,,80,,,,,,2,0.12,0.33,9.1,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
208,4126,Nấm thường tươi,"Mushroom, common",25.0,88.0,34,144,4.6,0.8,2.2,3.5,0.9,1.65,0,0,0,0.17,1.48,0,2,0.70,9,0.050,59,318,5,0.52,318,9.3,6,0.25,0.30,5.2,1.497,0.104,16,0,,0,0,1.90,0.01,0,10,,,,,,,,,,0.050,0.040,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.160,0.000,0.000,0.000,0.000,,0,,107,31,35,85,107,232,120,76,78,57,12,44,199,195,343,92,76,94
209,5001,Bưởi,"Pomelo, Pummelo; Shaddock",35.0,91.4,30,126,0.2,0.0,7.3,0.7,0.4,,,,,,,,23,0.50,6,0.020,18,159,3,0.16,120,,95,0.04,0.02,0.3,,0.036,,,,,0,,,,0,0,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
210,5002,Cam,Orange,31.1,88.8,38,158,0.9,0.1,8.3,1.4,0.5,9.35,,,,,,,34,0.40,10,0.520,23,108,4,0.22,140,0.4,40,0.08,0.03,0.2,0.25,0.06,30,0,0.89,0,0,,0.18,0,71,11,116,0,129,19,,,,,0.020,0.010,0.000,0.000,0.000,0.000,0.000,0.020,0.000,0.000,0.020,0,0.020,0.010,0.000,0.000,0.000,,0,,43,12,6,30,12,31,22,23,52,12,10,17,51,114,99,83,46,23
211,5003,Chanh,Lemon,25.0,92.5,24,102,0.9,0.3,4.5,1.3,0.5,,,,,,,,40,0.60,12,,22,145,3,0.10,260,,77,0.04,0.01,0.1,0.232,0.109,,,0.5,,0,,,,,,,,,,,,,,0.040,0.040,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.010,0,0.060,0.030,0.000,0.000,0.000,,0,12,28,11,5,27,11,28,19,22,47,11,10,15,46,106,88,74,41,22
212,5004,Chôm chôm,Rambutan,50.0,80.3,72,300,1.5,0.0,16.4,1.3,0.5,,,,,,,,28,0.50,,,15,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
213,5005,Chuối khô,"Banana, dried",0.0,22.0,292,1222,5.0,0.0,68.0,2.3,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
214,5006,Chuối tây,Banana,26.5,83.2,56,234,0.9,0.3,12.4,2.6,0.6,12.23,0,0.1,0,4.85,4.98,2.39,12,0.50,27,0.310,25,286,17,0.32,150,1,6,0.04,0.07,0.6,0.334,0.367,20,0,5.5,0,0,,0.1,0.5,26,25,0,0,22,57,,,,,0.110,0.100,0.000,0.010,0.000,0.000,0.000,0.030,0.000,0.010,0.020,0,0.010,0.020,0.000,0.000,0.000,,0,16,44,7,14,27,30,32,55,21,40,80,8,14,42,152,190,38,36,38
215,5007,Chuối tiêu,"Banana, dwarf",35.0,74.4,97,404,1.5,0.2,22.2,0.8,0.9,,,,,,,,8,0.60,41,0.120,28,329,19,0.37,140,0.9,6,0.04,0.05,0.7,,,,,,,0,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
216,5008,Dâu gia,Blackberry,56.0,92.8,27,114,0.6,,6.2,,0.4,,,,,,,,20,0.50,,,12,,,,,,2,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
217,5009,Dâu tây,Strawberry,15.0,84.9,43,181,1.8,0.4,8.1,4.0,0.8,,,,,,,,22,0.70,17,,23,292,37,,,,60,0.03,0.06,0.3,,,,,1.1,,0,,,,30,,,,,21,,,,,,,,,,,,,,,,,,,,,,,0,,33,1,9,23,25,23,42,18,35,16,7,27,42,182,120,33,26,31
218,5010,Dưa bở,"Musk melon, Spanish melon, Cantaloupe",10.0,94.5,18,76,0.5,0.2,3.6,0.7,0.5,7.89,0,0,0,1.37,1.57,4.87,36,0.30,9,0.050,36,201,0,0.17,86,0,9,0.04,0.02,0.4,0.185,0.025,5,0,,0,0,,0.77,2.2,150,0,98,0,130,33,,,,,0.030,0.020,0.000,0.000,0.000,0.000,0.000,0.090,0.000,0.000,0.090,0,0.110,0.000,0.000,0.000,0.000,,0,,30,12,2,23,17,33,29,21,29,15,2,14,95,136,209,26,19,42
219,5011,Dưa hấu,Watermelon,48.0,95.5,16,66,1.2,0.2,2.3,0.5,0.3,6.2,0,0.06,0,3.36,1.58,1.21,8,1.00,15,0.030,13,187,5,0.11,80,0.4,7,0.04,0.04,0.2,0.221,0.045,3,0,,0,0,,0.05,0.1,303,0,78,4532,8,,,,,,0.020,0.010,0.000,0.010,0.000,0.000,0.000,0.040,0.000,0.000,0.040,0,0.050,0.000,0.000,0.000,0.000,,0,2,64,6,7,16,28,16,18,20,60,6,2,12,17,40,65,10,25,16
220,5012,Dưa hồng,Honey dew melon,16.0,95.0,17,72,0.3,0.1,3.7,0.4,0.5,8.12,0,0,0,2.96,2.68,2.48,27,0.40,10,0.030,12,228,18,0.09,24,0.7,7,0.02,0.02,0.5,0.155,0.088,19,0,,0,0,,0.02,2.9,30,0,0,0,27,,,,,,0.040,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.030,0.030,0.000,0.000,0.000,,0,,18,5,5,15,13,18,16,13,14,5,5,10,44,88,153,16,12,23
221,5013,Dưa lê,M· sè:,18.0,93.3,18,77,0.4,0.0,4.2,0.5,1.6,,,,,,,,11,0.60,,,21,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
222,5014,Dứa ta,"Pineapple, wild",40.0,91.5,29,122,0.8,,6.5,0.8,0.4,,,,,,,,15,0.50,22,0.120,17,157,24,0.25,320,0.5,24,0.08,0.02,0.2,,,,,,,0,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
223,5015,Dứa tây,Pineapple,40.0,89.7,38,160,0.5,0.1,8.8,0.4,0.5,9.26,0,0,0,2.05,1.74,5.47,32,0.30,12,1.180,11,115,1,0.10,99,0.1,26,0.08,0.03,0.2,0.205,0.11,15,0,,0,0,,0.02,0.7,34,0,0,0,0,19,,,,,0.010,0.010,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.010,0,0.020,0.020,0.000,0.000,0.000,,0,6,24,12,5,21,19,24,24,19,19,10,14,19,33,121,79,24,17,35
224,5016,Đào,Peach,12.0,90.5,31,128,0.9,0.2,6.3,1.5,0.6,8.39,0.06,0.08,0,1.53,1.95,4.76,20,0.45,9,0.060,34,190,0,0.17,68,0.1,10,0.02,0.05,0.9,0.153,0.025,4,0,0.2,0,0,,0.73,2.6,162,0,67,0,91,21,,,,,0.020,0.020,0.000,0.000,0.000,0.000,0.000,0.070,0.000,0.000,0.070,0,0.080,0.000,0.000,0.000,0.000,,0,10,48,50,6,29,44,64,46,21,27,27,14,33,64,148,229,25,44,54
225,5017,Đu đủ chín,"Papaya, ripe",12.4,90.1,36,149,1.0,0.1,7.6,0.6,0.6,5.9,,,,,,,40,2.60,8,0.840,32,221,4,0.10,40,0.6,54,0.02,0.02,0.4,0.218,0.019,38,0,,0,0,,0.73,2.6,276,0,761,0,75,,,,,,0.040,0.030,0.000,0.000,0.000,0.000,0.000,0.040,0.000,0.020,0.020,0,0.010,0.030,0.000,0.000,0.000,,0,,25,2,8,9,11,10,16,8,10,5,,5,14,49,33,18,10,15
226,5018,Gioi,Ohia; Malaya roseapple,19.0,93.0,16,65,0.4,0.3,3.2,2.9,0.2,,,,,,,,12,0.50,5,0.030,6,123,0,0.06,16,,30,0.03,0.02,0.2,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
227,5019,Hồng bì,"Wampee, Chinese; Wampi",46.0,88.2,34,144,1.4,,7.2,2.4,0.8,,,,,,,,48,0.40,,,9,,,,,,24,0.02,0.11,3.3,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
228,5020,Hồng đỏ,"Persimmon kaki, soft type, ripe",8.8,90.0,29,119,0.7,0.2,6.0,2.5,0.6,12.53,,,,5.56,5.44,1.54,10,0.20,9,1.120,19,214,4,0.19,100,0.6,16,0.01,0.02,0.2,,0.1,8,0,,0,0,,0.73,2.6,253,,1447,158,834,,,,,,0.020,0.020,0.000,0.000,0.000,0.000,0.000,0.040,0.000,0.000,0.040,0,0.040,0.000,0.000,0.000,0.000,,0,4,32,6,11,29,38,29,40,28,36,13,14,15,22,52,110,21,19,22
229,5021,Hồng ngâm,"Persimmon kaki, Hard-type, ripe",17.7,87.5,38,159,0.9,,8.6,2.5,0.5,,,,,,,,10,0.20,,1.220,19,217,3,0.22,100,,16,0.01,0.02,0.2,,,,,,,0,,,,1615,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,32,6,11,29,38,29,40,28,36,13,14,15,22,52,110,21,19,22
230,5022,Hồng xiêm,"Sapodilla, sapota ponderosa",10.0,85.7,48,202,0.5,0.7,10.0,2.5,0.6,,,,,,,,52,2.30,12,,24,193,12,0.10,86,0.6,8,0.00,0.02,0.2,0.252,0.037,14,0,,0,0,,,,,,,,,,,,,,0.190,0.100,0.000,0.090,0.000,0.000,0.000,0.000,0.000,0.520,0.000,0,0.010,0.000,0.000,0.000,0.000,,0,,39,3,5,13,12,16,24,15,17,16,,14,14,32,38,17,36,18
231,5023,Lê,Pear,12.0,87.8,45,190,0.7,0.2,10.2,0.6,0.5,9.8,0,0.01,0.01,6.23,2.76,0.78,19,2.30,7,0.050,16,88,5,0.13,140,0.1,4,0.02,0.04,0.1,0.048,0.028,7,0,0.1,0,0,,0.12,4.5,27,6,,,,12,,,,,0.010,0.010,0.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.030,0,0.030,0.000,0.000,0.000,0.000,,0,8,37,8,8,46,42,37,50,37,32,4,4,18,21,210,40,12,10,24
232,5024,Lùu,Pome granate,85.0,79.6,70,292,0.6,0.3,16.2,2.5,0.8,16.57,,,,,,,13,0.70,3,,23,259,3,0.12,70,0.6,6,0.07,0.01,0.3,0.596,0.105,6,0,,0,0,,0.6,4.6,40,50,,,,,,,,,0.040,0.020,0.000,0.010,0.000,0.000,0.000,0.050,0.000,0.010,0.040,0,0.060,0.000,0.000,0.000,0.000,,0,17,,,,,,,,,,,,,,,,,,
233,5025,Mãng cầu xiêm,"Siamese custard apple, soursop",21.0,84.7,53,222,1.8,0.6,10.1,1.9,0.9,,,,,,,,38,0.70,18,,14,382,4,,,,19,0.08,0.10,0.5,0.135,0.221,,,,,0,,,,,,,,,,,,,,0.230,,,,,,,,,,,,,,,,,,0,,37,4,7,,,,,,,,,,,,,,,
234,5026,Mắc coọc,Pyrus pashia Ham,14.0,93.8,24,99,0.2,,5.7,,0.3,,,,,,,,32,0.60,,,7,,,,,,2,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
235,5027,Mận,"Japanese, plum",15.0,94.1,20,83,0.6,0.2,3.9,0.7,0.5,9.92,0.14,0.08,0,3.07,5.07,1.57,28,0.40,7,0.050,20,157,0,0.10,57,0,3,0.06,0.04,0.5,0.135,0.029,5,0,,0,0,,0.26,6.4,98,,16,,,24,,,,,0.020,0.010,0.000,0.000,0.000,0.000,0.000,0.130,0.000,0.000,0.130,0,0.040,0.000,0.000,0.000,0.000,,0,7,16,8,9,14,10,16,15,14,9,9,2,8,28,352,35,9,27,23
